,TCGA.BR.7715,TCGA.VQ.A91D,TCGA.D7.6527,TCGA.VQ.A8PU,TCGA.IN.A7NR,TCGA.HU.A4H0,TCGA.VQ.A94R,TCGA.CD.8525,TCGA.VQ.A94T,TCGA.BR.6565,TCGA.HU.A4GD,TCGA.VQ.A91Z,TCGA.HU.8608,TCGA.BR.4267,TCGA.VQ.A94U,TCGA.RD.A8MW,TCGA.BR.7722,TCGA.R5.A7ZE,TCGA.VQ.A8PO,TCGA.RD.A8N2,TCGA.HU.A4H2,TCGA.HU.A4GN,TCGA.BR.8680,TCGA.VQ.AA6F,TCGA.CD.8535,TCGA.BR.4257,TCGA.CD.A48A,TCGA.IN.A6RJ,TCGA.BR.8367,TCGA.BR.8683,TCGA.BR.8077,TCGA.BR.6454,TCGA.BR.6801,TCGA.CD.A4MG,TCGA.BR.8362,TCGA.BR.4366,TCGA.CD.5803,TCGA.CG.5716,TCGA.D7.6525,TCGA.CD.8531,TCGA.HU.A4H8,TCGA.VQ.A8DT,TCGA.BR.A4QL,TCGA.D7.A6F0,TCGA.D7.A4YV,TCGA.CD.8529,TCGA.B7.A5TN,TCGA.R5.A7O7,TCGA.D7.A6EZ,TCGA.HU.A4GJ,TCGA.CD.8526,TCGA.CG.4440,TCGA.VQ.A94P,TCGA.HF.7134,TCGA.BR.6710,TCGA.BR.8381,TCGA.BR.6455,TCGA.CD.8532,TCGA.BR.8361,TCGA.BR.8059,TCGA.BR.8679,TCGA.VQ.A925,TCGA.BR.A4CR,TCGA.CD.A48C,TCGA.CD.A4MJ,TCGA.VQ.AA6K,TCGA.BR.8291,TCGA.SW.A7EA,TCGA.HU.A4GT,TCGA.VQ.AA6I,TCGA.BR.7959,TCGA.VQ.A8PC,TCGA.BR.6456,TCGA.VQ.A923,TCGA.VQ.A927,TCGA.CD.5804,TCGA.CD.A486,TCGA.VQ.A8PQ,TCGA.HU.A4GC,TCGA.CD.8534,TCGA.BR.8590,TCGA.D7.8570,TCGA.CG.4441,TCGA.D7.8578,TCGA.F1.A72C,TCGA.BR.8677,TCGA.CG.5723,TCGA.BR.A4QI,TCGA.BR.8364,TCGA.D7.6521,TCGA.BR.A4IZ,TCGA.HF.7133,TCGA.CD.5798,TCGA.VQ.A8PP,TCGA.IN.A6RN,TCGA.RD.A8N6,TCGA.D7.A6EX,TCGA.KB.A93J,TCGA.VQ.A91X,TCGA.CG.5720,TCGA.BR.A4QM,TCGA.CG.4436,TCGA.BR.6457,TCGA.HU.8610,TCGA.VQ.A91W,TCGA.BR.7704,TCGA.HU.A4H3,TCGA.BR.8591,TCGA.BR.8678,TCGA.CG.4443,TCGA.BR.8487,TCGA.CG.4444,TCGA.VQ.A94O,TCGA.BR.7723,TCGA.BR.4361,TCGA.RD.A8NB,TCGA.HU.8249,TCGA.BR.6707,TCGA.BR.A4IY,TCGA.BR.4191,TCGA.HU.A4GF,TCGA.CG.5724,TCGA.CG.4475,TCGA.CG.4465,TCGA.BR.8484,TCGA.CG.4442,TCGA.BR.7957,TCGA.FP.8631,TCGA.EQ.A4SO,TCGA.BR.6563,TCGA.CD.5801,TCGA.B7.A5TJ,TCGA.CG.5732,TCGA.VQ.A8P3,TCGA.B7.A5TK,TCGA.HU.8604,TCGA.D7.5577,TCGA.D7.6818,TCGA.BR.8676,TCGA.BR.8380,TCGA.CG.4305,TCGA.FP.A4BE,TCGA.VQ.A8P5,TCGA.VQ.A8PF,TCGA.MX.A666,TCGA.B7.5818,TCGA.F1.6874,TCGA.BR.8286,TCGA.VQ.A8E7,TCGA.HU.A4H4,TCGA.D7.8574,TCGA.IN.A6RR,TCGA.HU.A4GU,TCGA.FP.8099,TCGA.D7.6820,TCGA.BR.A4PD,TCGA.BR.8486,TCGA.R5.A7ZF,TCGA.CD.A4MH,TCGA.IN.7806,TCGA.D7.A748,TCGA.D7.6815,TCGA.CD.8528,TCGA.BR.7851,TCGA.D7.8572,TCGA.BR.8485,TCGA.BR.8686,TCGA.BR.6706,TCGA.IN.7808,TCGA.IP.7968,TCGA.FP.7829,TCGA.BR.7196,TCGA.FP.7735,TCGA.VQ.A8PH,TCGA.D7.8579,TCGA.D7.6528,TCGA.VQ.AA64,TCGA.BR.8483,TCGA.CG.4306,TCGA.CG.5719,TCGA.D7.6524,TCGA.CD.8530,TCGA.HF.7131,TCGA.CD.A489,TCGA.BR.4253,TCGA.CG.5717,TCGA.BR.A4J8,TCGA.VQ.A91Q,TCGA.CG.4304,TCGA.CD.A487,TCGA.D7.8573,TCGA.CG.4437,TCGA.BR.A44U,TCGA.D7.6518,TCGA.BR.A4J1,TCGA.D7.6520,TCGA.BR.8372,TCGA.BR.A452,TCGA.HU.A4HD,TCGA.SW.A7EB,TCGA.BR.8384,TCGA.VQ.AA6A,TCGA.BR.4370,TCGA.RD.A7C1,TCGA.BR.6452,TCGA.BR.8295,TCGA.BR.7901,TCGA.HF.7132,TCGA.BR.8078,TCGA.IN.A6RS,TCGA.BR.4369,TCGA.BR.A4PF,TCGA.BR.A4J5,TCGA.VQ.A8P8,TCGA.HU.8602,TCGA.HJ.7597,TCGA.D7.5578,TCGA.VQ.A91S,TCGA.VQ.AA6J,TCGA.BR.6709,TCGA.CD.5813,TCGA.CG.4438,TCGA.FP.8211,TCGA.D7.6522,TCGA.BR.8080,TCGA.BR.4367,TCGA.HU.A4G8,TCGA.FP.A4BF,TCGA.BR.4279,TCGA.D7.A4YU,TCGA.VQ.A91U,TCGA.BR.8284,TCGA.BR.4255,TCGA.RD.A8N9,TCGA.BR.A4J7,TCGA.FP.8210,TCGA.VQ.A91N,TCGA.VQ.A8PX,TCGA.BR.8690,TCGA.CG.4460,TCGA.VQ.A8PB,TCGA.HU.A4H6,TCGA.VQ.AA6G,TCGA.IN.8462,TCGA.HU.A4G6,TCGA.MX.A5UJ,TCGA.HU.A4GQ,TCGA.RD.A7BS,TCGA.BR.8058,TCGA.VQ.A8P2,TCGA.BR.8296,TCGA.BR.4294,TCGA.CG.5733,TCGA.BR.7197,TCGA.BR.A4J4,TCGA.FP.8209,TCGA.BR.4256,TCGA.BR.A4J9,TCGA.CG.5728,TCGA.F1.6875,TCGA.HU.8243,TCGA.VQ.A8E3,TCGA.BR.7716,TCGA.BR.8373,TCGA.FP.A9TM,TCGA.BR.8368,TCGA.VQ.A8PM,TCGA.D7.6519,TCGA.VQ.A8DU,TCGA.BR.4280,TCGA.D7.A4YY,TCGA.CG.5718,TCGA.VQ.A8PK,TCGA.BR.6802,TCGA.CG.5726,TCGA.BR.A4CS,TCGA.BR.4368,TCGA.CG.4301,TCGA.VQ.A8DV,TCGA.D7.6526,TCGA.KB.A93H,TCGA.ZA.A8F6,TCGA.BR.6705,TCGA.HF.A5NB,TCGA.BR.A4J6,TCGA.R5.A7ZI,TCGA.BR.7707,TCGA.BR.8289,TCGA.VQ.A91Y,TCGA.BR.8081,TCGA.VQ.AA69,TCGA.D7.6822,TCGA.CG.5722,TCGA.IN.A7NT,TCGA.CG.5721,TCGA.HF.7136,TCGA.D7.A4YT,TCGA.D7.8576,TCGA.HU.A4H5,TCGA.BR.8687,TCGA.CD.8524,TCGA.D7.6817,TCGA.BR.8589,TCGA.VQ.A922,TCGA.D7.A747,TCGA.BR.7958,TCGA.VQ.AA68,TCGA.MX.A663,TCGA.FP.A8CX,TCGA.BR.6453,TCGA.HU.A4GY,TCGA.IN.AB1X,TCGA.BR.6566,TCGA.3M.AB47,TCGA.BR.A4IU,TCGA.IN.A6RI,TCGA.VQ.A91K,TCGA.CD.5800,TCGA.RD.A8N1,TCGA.BR.8363,TCGA.BR.A44T,TCGA.BR.6458,TCGA.BR.4201,TCGA.BR.6852,TCGA.FP.7916,TCGA.D7.A6EY,TCGA.BR.8371,TCGA.HU.A4HB,TCGA.BR.A4IV,TCGA.BR.8366,TCGA.BR.7717,TCGA.VQ.A91A,TCGA.FP.7998,TCGA.BR.A4J2,TCGA.CG.5734,TCGA.IN.A6RL,TCGA.RD.A7BW,TCGA.VQ.A8PJ,TCGA.MX.A5UG,TCGA.VQ.A8DZ,TCGA.HU.A4GP,TCGA.BR.6803,TCGA.VQ.A924,TCGA.BR.8382,TCGA.BR.4187,TCGA.BR.4357,TCGA.B7.5816,TCGA.KB.A93G,TCGA.B7.A5TI,TCGA.EQ.8122,TCGA.BR.8060,TCGA.CD.8536,TCGA.IN.8663,TCGA.BR.7703,TCGA.CG.5725,TCGA.VQ.A8PE,TCGA.CD.5799,TCGA.VQ.A92D,TCGA.R5.A7ZR,TCGA.BR.8588,TCGA.D7.A74A,TCGA.R5.A805,TCGA.HU.8244,TCGA.CG.4469,TCGA.VQ.A8E0,TCGA.IN.AB1V,TCGA.CD.8527,TCGA.CD.8533,TCGA.HU.8238,TCGA.BR.A4PE,TCGA.VQ.A8PD,TCGA.BR.4292,TCGA.BR.8592,TCGA.VQ.A928,TCGA.CG.4466,TCGA.VQ.A91V,TCGA.VQ.AA6B,TCGA.BR.8365,TCGA.3M.AB46,TCGA.HU.A4G2,TCGA.HU.A4G9,TCGA.RD.A8MV,TCGA.BR.8369,TCGA.IN.A6RO,TCGA.BR.A453,TCGA.HU.A4GH,TCGA.F1.6177,TCGA.IN.A7NU,TCGA.VQ.AA6D,TCGA.CG.4477,TCGA.HU.A4GX,TCGA.RD.A8N4,TCGA.BR.4363,TCGA.CD.A4MI,TCGA.BR.8682,TCGA.F1.A448,TCGA.RD.A8N5,TCGA.D7.A4YX,TCGA.HU.A4G3,TCGA.CG.5730,TCGA.RD.A8N0,TCGA.ZQ.A9CR,TCGA.D7.A6F2,TCGA.RD.A7BT,TCGA.D7.8575,TCGA.CG.4462,TCGA.D7.A4Z0,TCGA.BR.6564,TCGA.D7.A6EV,TCGA.VQ.A91E,TCGA.BR.8297,TCGA.KB.A6F7,TCGA.VQ.A8E2,TCGA.CG.4476,TCGA.BR.4371
MLH1,1447.8755,1034.160894,2909.631926,2283.263059,1423.993258,3288.3962,1628.186028,1446.898293,1717.607479,1470.634072,1548.464905,2057.40118,2550.347871,2463.30957,1232.71891,1252.232875,1405.73588,1536.035955,506.5652945,2717.600168,2135.90777,2091.025973,1053.098809,1636.132537,2689.53049,622.2180589,1716.772763,1396.711569,1379.338802,1166.576278,1143.393465,1477.990526,1439.870579,429.7341586,1474.024114,3151.544158,2026.566966,3013.7835,1591.145666,2847.257737,190.1969813,2034.933367,143.6497737,1459.992564,522.280686,1377.193772,994.0954101,1086.726336,2678.560532,3054.046898,1352.816698,2636.595248,2307.975095,1383.309414,2268.222649,1820.305912,3361.626271,1866.840224,253.4066098,1645.060787,1304.551127,1208.679806,2201.729612,1944.400429,264.1328486,1594.949287,1379.708592,224.3522556,152.7308105,2976.047683,1113.085742,1965.753511,1345.692574,2117.185046,1948.653657,1416.226635,1251.166361,1880.343658,1260.405606,1939.94745,1917.847494,1803.950149,2091.865023,1132.032679,1828.314483,1513.663497,694.4741471,1884.758077,1113.174484,1177.736358,1830.301476,2229.056478,1529.179861,370.4040803,1946.38411,1434.561018,1882.192209,1556.098941,1182.750301,1694.72228,1303.329446,2238.21211,1553.116832,1949.89602,2364.093464,1347.498075,200.4572823,391.796709,2306.371872,2343.402755,1210.168373,1643.986014,2095.745247,1742.62107,672.2918704,680.4356343,1478.652329,2014.142929,1494.972026,1861.988176,1495.984044,1666.267641,2384.413059,578.2207337,1280.089385,400.5180521,1338.910223,806.6933416,1779.488737,1541.051438,1332.547897,202.4296695,2355.678129,1934.049788,1848.558932,2199.592023,2017.663149,1572.693765,2136.426795,1853.330575,820.6375624,1439.50716,1697.86216,2393.002568,1751.712469,1933.855704,730.0816089,2041.496284,992.1593245,477.9989331,1415.397306,1353.833093,130.4955026,1133.441309,1749.22405,1202.318063,1443.412361,1575.403043,997.2594647,1082.139798,1303.164552,1975.788426,743.1424501,379.5519432,2010.94366,1378.261055,1799.891681,1652.390606,1712.296282,1898.470899,2324.70959,1729.215961,1368.30307,1525.332209,1534.375048,1824.615476,1301.085474,1185.981371,661.9652548,1870.401526,1846.104359,1160.391556,1468.302129,1884.040971,4071.452326,2050.636035,1133.468458,1961.233638,2031.366787,1404.313721,2315.048484,1487.033181,961.5378143,1384.312196,1684.441654,1581.798864,535.1965152,1358.594991,1477.926602,1244.089861,1713.455796,1797.33682,1596.844268,2182.886665,445.1839821,1599.264643,1014.168218,803.3124536,417.6732236,1107.643717,2011.198093,1669.325862,1848.451215,1682.184747,310.0805351,245.4163286,1575.802505,1087.627559,2048.860298,1930.678629,1750.381391,1875.160315,1544.617641,1751.967975,1475.208726,2430.50249,460.4180966,1681.94896,2292.883832,2565.1621,1889.140547,2076.906775,2112.054365,1780.304979,1414.185969,1817.346921,2291.463427,595.1271943,1173.796413,2240.134646,297.8379281,1274.873473,2030.508431,1739.524858,1217.145891,717.2156813,508.4090902,1574.899789,1256.97925,133.2684896,1508.942187,4554.965706,1558.620916,1638.92934,1193.063279,1755.270289,1222.907999,2160.648999,1822.547786,1794.261556,1989.320195,515.7893148,2098.989173,959.1852403,2188.20475,228.8857837,1830.142473,1213.250037,1461.525029,281.071705,323.3058264,1813.76509,1360.185586,497.6941122,111.9769654,1450.555519,898.5461356,1877.495512,1376.820736,1835.553431,1875.209416,1636.339365,1671.165723,123.2571943,1479.160967,939.4196797,269.4832409,682.3179982,1486.031932,714.5124199,2932.33044,2832.505005,1864.751248,5338.521957,1714.190516,1484.811806,957.3368413,1777.723561,2064.120145,1117.281075,1243.229651,1983.098606,2615.461318,1442.294775,1750.458054,2144.335019,2692.099157,1896.698826,3337.806568,1923.443851,1913.352351,1898.582517,399.7313166,1510.976978,1883.335575,1767.612361,331.982469,1857.207773,1724.027745,610.192202,2003.62686,1873.139843,943.2425107,3039.560313,1555.786883,604.600702,2103.541613,1944.789213,2024.130911,1968.546764,1216.060784,2607.383078,2292.694909,1721.887707,1414.850494,1452.194077,1552.155645,1357.188348,1536.516669,1960.837536,2500.857266,1707.425187,334.0089346,380.3817013,2309.22718,2098.236937,635.263225,1661.11089,620.0903388,1464.006163,1318.818823,522.8282294,2202.05458,2251.578238,2951.330624,1966.816312,1661.408072,1866.280945,2306.22598,1388.839233,2283.827808,2095.999106,1449.561008,2317.420406,1862.335299,1816.298413,291.3385894,1855.791939,1303.894111,1634.604908,1870.085059,430.3743627,1811.883774,2422.21128,2048.805308,1348.400025,1679.502994,1666.056505,2090.85285,2951.929287,78.13118622,1950.967407,800.7590815,1932.969636,2159.777033,1450.360462,146.6487099,1612.367896,108.1120438,1961.709403,376.9813242,2568.217432,769.4667676,1065.734017,1448.989212,621.7229168,1478.235177,2439.971421,1873.480375,1363.08603,2031.80752,1504.575967,1142.141839,2203.917106,1791.332439,2255.330977,1663.84407,1699.073675,336.5506977,600.0735131,1568.951005,1723.239524,1873.053721,1975.576194,1602.966094
HPSE,143.4216297,2645.911649,345.4357537,1238.900584,1142.468154,1118.687927,1387.937473,791.4517276,279.3145139,371.9679022,854.1073019,336.7356987,1757.634239,1087.532377,641.1765685,713.6572025,706.2965641,2306.353388,1218.717153,195.3920121,494.8884342,146.3172222,290.6787604,1205.367092,350.7408486,1691.487435,646.4537438,2248.20079,759.1229585,558.7976258,627.3698177,786.7190276,89.51909904,747.4953321,1894.2961,1455.424651,773.951722,672.9341149,667.4762817,664.3226698,1812.548844,926.6449486,757.3372424,292.2537562,998.9148893,987.1493819,1023.964224,1146.947947,1101.753863,437.4943214,930.4567834,786.2105876,290.3344467,1110.952824,158.9037336,866.6809044,227.6924661,915.2739649,538.7045276,816.8648742,584.5297057,1004.265873,1593.057909,594.8920006,1901.75651,289.8348704,602.4222131,3301.815761,767.4486066,1095.19054,537.7440897,775.3805515,577.9729758,782.3169677,397.4764258,462.7526887,366.4232899,984.0175073,505.8026835,906.9133986,959.5302768,755.2564217,782.7459105,421.5404402,685.2580268,518.232181,3004.126803,1446.99014,770.8768665,2014.629118,617.00729,1069.344662,329.3618162,764.1144848,915.5343572,348.74348,1381.295722,1586.485252,252.4361268,413.0184098,324.6089608,446.1964152,471.406735,658.793392,344.7008568,335.1644958,11388.47935,2770.241998,404.5166166,424.8432247,927.6599312,996.5802889,620.2226207,321.9719794,1830.284144,864.4267558,402.9358123,567.3365561,1248.037276,1433.668061,444.8584131,525.525959,766.2181124,2155.950652,1078.121323,755.0551798,443.3863918,785.4645695,1867.23224,628.258841,637.1472185,531.7555498,839.8964695,511.1337582,1424.385353,984.2101498,1157.362171,2066.198099,1038.360532,199.2288513,1888.075778,1149.72094,669.616721,1194.219336,611.5761359,296.9379992,1482.88565,1072.972465,407.2805489,1218.353372,528.5005815,2955.551119,1222.381601,821.2164437,327.5968028,1000.861175,820.2787976,844.8076157,138.2339852,347.0083546,2635.288317,395.8976808,310.3545098,1381.058751,1053.462918,367.6193592,471.4733327,787.8341904,661.007624,1187.445381,321.6834114,878.8990215,464.5998001,194.1880714,669.3091794,762.1354808,838.7407497,124.0566288,2802.17345,371.3397902,1284.361175,516.037295,698.6026973,541.0527143,2567.751661,1756.225118,305.4737689,536.8927354,677.5043855,771.0236104,111.0905871,1448.940301,462.1122033,448.2220077,587.8289446,798.5385119,770.3586203,583.5684693,1293.542557,528.4037584,416.5876206,2189.261734,3785.112339,953.6268302,1609.791099,175.9468919,838.7245194,1658.577208,2703.567112,1468.349336,473.524753,1182.074107,594.8189662,673.0986394,6236.983967,3034.09098,552.2559394,1859.028604,829.925478,1073.536006,790.1623549,1065.035188,357.533002,844.6522202,708.3642924,1627.322366,5184.756956,906.6894871,1145.925268,1610.466421,701.5859975,1363.135822,857.0570956,460.2083566,367.1444342,679.0798103,347.2570599,1443.425189,417.9690493,3808.13288,1118.101549,666.7281401,1006.646527,2270.715382,194.1027395,1461.830613,1364.403987,1037.852371,1287.909703,3060.732977,397.6046367,246.773745,341.6408406,512.5735187,260.8316481,343.1652026,2321.481341,156.0676396,427.5112091,346.855795,763.23687,926.6421828,483.0918076,439.0065028,610.026567,1245.652334,1104.973631,535.1467218,1667.740204,696.3488186,2320.689222,1260.413029,969.9600582,668.3320936,2795.472008,419.316879,1387.306094,1027.90736,481.84377,717.3325029,786.5461719,735.9703918,755.3925675,1832.022786,617.887739,1108.91742,2438.459164,1162.984395,408.1458512,933.7284564,322.209807,452.8208113,403.1894591,560.1148418,302.5042087,311.662523,1668.87098,1218.752852,263.111611,1349.489772,1071.11289,402.8504752,740.9985593,1242.35473,310.0266309,2009.686054,976.39657,274.820667,406.9941251,398.2732853,930.5005696,1237.951803,1151.543859,533.4537977,463.5902953,2317.906776,1903.411883,474.6682616,952.5711811,3579.288916,355.2756893,901.7155789,1775.19856,365.9065454,912.1798677,1578.56134,140.7964916,458.0794202,253.4755587,588.7242659,599.2395913,443.9617504,1164.751177,578.01026,873.2280391,1742.632892,728.8224982,887.3148189,596.2696375,1246.088245,103.5153374,488.9503961,1147.24808,1025.586106,938.2818644,982.432164,3276.291977,841.604963,1680.913491,486.1657342,6338.718595,1203.526439,629.5957721,436.0047689,218.2899521,656.9179608,697.4426688,601.8168021,1940.2076,792.1807795,906.1898383,1583.407932,547.5478956,1052.444012,463.4701549,1196.172259,740.6474361,1066.36415,769.7131704,1120.887551,484.4939839,2453.133867,409.8970194,424.4045405,649.441874,2226.367837,120.7681921,453.201899,789.9506841,862.4383398,1342.018022,967.7417692,352.5730284,2598.611335,201.4861961,2005.697705,688.3862973,734.2851897,836.9674057,989.5529435,858.5445642,213.4926451,1743.26971,1303.504748,394.6663223,1440.214523,1191.078006,821.6230296,956.2150354,617.6947587,570.5479704,889.7492432,727.2612563,260.0069414,1245.33502,1839.630357,754.669359,387.8513729,1737.287167,958.0602261,448.9540168,2583.650843,401.1208043,992.7980113,412.0963282
TNNC2,11.38266902,4.125641865,25.36416373,10.2388478,58.92385896,8.691249159,79.58698262,375.2431586,0.707125352,241.325517,729.154567,202.657869,0.0,5.569948152,39.05644072,195.5225212,35.65769062,154.0634865,30.42681152,34.40000212,46.76660803,171.4313722,13.70202911,13.97077119,523.0073716,11.82106848,273.4996608,16.82785023,25.6580021,89.68356958,748.2941527,193.7874075,330.3380838,14.12271883,468.8121713,235.500003,22.92191511,32.04448166,305.2722406,134.8878517,10.64535343,153.5633201,51.79209529,59.98221198,4.246184439,130.0147966,32.93228246,202.5635992,4.189178185,10.93735804,71.68171594,17.24590966,74.42117146,72.06686391,20.50370756,11.04052108,5.534191885,23.89980373,9.481199685,10.30094419,32.6315127,65.93997852,203.1273126,383.8275785,7.122683557,45.44747969,37.39869444,113.6521295,43.63737442,31.20200968,203.3236622,289.4026002,7.939189228,18.28586408,71.34192259,77.54921431,168.453929,20.75138961,308.9497472,54.87692539,37.60485282,11.81626735,12.77604859,416.0540136,272.0877459,79.02660825,3.507445187,14.24526454,21.92402097,36.51895682,21.29596057,5.020397473,77.11248872,7.491318478,20.96643566,197.307122,63.64331826,22.38991282,1261.092547,136.9245815,433.899415,132.2063452,79.9707854,46.34727381,5.42361488,30.78041288,15.66072518,2.24311093,20.38262022,43.29612481,1.358213662,310.9670124,861.3721151,13.5897264,5.625873392,23.2060874,1183.166067,7.852409081,11.62045881,24.08646121,320.4555294,1072.072956,7.21335043,29.89186345,26.59365931,3.63007298,20.41911015,29.39368451,45.44987196,632.4126184,21.84504749,512.6204069,183.8513532,8.92810058,21.81962857,1043.733408,4.411799889,150.6368581,5.191802661,71.9902572,13.20332712,53.59867086,80.72454541,8.367141848,131.7592422,5.638063276,42.48106791,9.495331553,157.9599613,68.468388,96.28553105,196.1287379,56.03196723,263.4397305,35.71927757,321.7470872,279.8689206,1198.321532,466.5397001,18.09048294,66.82895141,224.7736832,37.96385441,8.771158351,63.988118,115.8935607,23.03615632,21.75704886,71.13983397,49.80455241,68.06399636,19.65018138,72.71175734,645.9520304,49.54837372,501.476127,135.739669,148.8679545,1.753550344,36.99695327,8.790973137,37.84888926,38.12433599,202.0065481,2.963930352,14.08052209,130.228291,91.15781775,35.53745508,24.13886073,19.83760484,12.69762679,294.2018685,258.8014049,136.9374246,85.55769771,8.91994192,102.2191295,257.4526448,66.88655169,39.74510867,85.20106824,15.42844703,63.36390899,5.819398459,51.85803129,552.2405044,18.8327091,2.261768359,250.8291383,182.0591559,206.8966652,91.06883483,65.17482652,2.257867974,102.0543149,161.9306256,39.69943263,1073.12922,5.620607364,60.12104874,121.0531798,10.32247512,224.5443306,43.38849195,22.06538801,4.491883869,1703.261936,153.9611045,109.8499212,122.7360847,9.092623603,78.65581775,14.41153517,27.19588402,45.27198735,31.04377043,18.46037087,473.6982559,187.2380009,8.983510592,73.46098057,136.8169447,6.950156395,5.765427906,13.69962537,18.67625229,105.4326218,18.04276435,9.995136717,53.23122185,15.92088678,11.08024348,118.6210479,6.440287608,30.56931402,9.651548738,70.09025731,22.50058995,65.19845771,103.1953465,26.67875766,20.12882532,663.5830188,75.87395112,15.10797252,37.31079793,32.91763666,277.2893377,409.3686994,20.04496124,166.7150441,71.32059251,1.421983178,14.4911367,145.4568121,7.897378145,61.72587985,225.2663113,72.88880451,350.2995368,316.3716879,168.399617,8.417564491,14.75063568,2.872843057,4.369998502,47.55934002,52.02577277,8.241204382,3.686611064,37.9989492,11.75969256,62.75145531,22.91698551,40.56862857,65.68007435,52.45472932,61.15911539,15.18287632,721.7084785,75.19875537,5.857696121,237.2015981,422.1131821,14.06780238,7.208834397,76.77529746,21.60024686,80.27213503,82.74868949,9.500220449,37.06118167,197.7867913,44.1514567,49.04584798,5.487313537,386.2817577,32.09626122,9.85403556,58.6791679,46.4724571,14.35954346,7.245674167,8.871775901,17.03100569,129.2385706,40.22160762,26.44962352,16.64547775,89.37314198,88.50684414,7.361489182,45.53652258,135.4056137,49.35561568,41.80278668,166.7076326,80.30354608,394.3715799,53.13176609,24.7075998,7.921160505,9.629916489,85.11412161,34.5339791,2.082830246,28.54458846,4.506470485,75.74820221,33.55298771,3.714587776,915.3118437,6.678410027,39.11554055,189.0033694,39.85386679,48.66443143,41.87498417,134.9734768,28.67689362,52.00200313,432.2746544,217.6413345,17.67796611,27.04912143,454.4881994,2158.989507,566.5088934,224.0682087,44.74625966,11.63173953,46.54762762,19.96327978,188.7057521,22.40153396,1132.670621,40.57236048,600.668872,5.328392214,3.446964098,138.2488242,70.00239305,34.5022878,54.24628357,63.42684238,8.626394703,373.2616381,93.69710462,37.86293579,12.16068788,45.04064244,13.6794092,11.07425323,290.9254604,14.05490636,73.66205695,4.668312668,6.81619679,418.7257739,18.47097746,657.3147499,704.8088953,303.0002152,3.545437781,14.47713603,22.51585536,44.47836845,26.4877864,22.63134392,52.53717217,8.459100046,171.4132157,30.05948563,88.62286627
