,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332,333,334,335,336,337,338,339,340,341,342,343,344,345,346,347,348,349,350,351,352,353,354,355,356,357,358,359,360,361,362,363,364,365,366,367,368,369,370,371,372,373,374,375,376,377,378,379,380,381,382,383,384,385,386,387,388,389,390,391,392,393,394,395,396,397,398,399,400,401,402,403,404,405,406,407,408,409,410,411,412,413,414
0,0.0582,0.7875,0.0081,0.0256,0.0156,0.037,0.028,0.0054,0.0141,0.0079,0.0155,0.0228,0.0067,0.0052,0.0189,0.0155,0.0431,0.0107,0.6347,0.0195,0.0146,0.6506,0.0099,0.0206,0.017,0.6897,0.0137,0.0238,0.0125,0.0108,0.0178,0.0048,0.0085,0.8412,0.0086,0.007,0.0048,0.0057,0.015,0.0181,0.6879,0.0349,0.7793,0.018,0.5273,0.0086,0.0121,0.0274,0.0143,0.0136,0.0103,0.0067,0.0113,0.0716,0.0126,0.0128,0.0088,0.0092,0.7294,0.3386,0.0096,0.0202,0.0146,0.0179,0.5377,0.0184,0.0502,0.4514,0.7901,0.0147,0.0161,0.0167,0.0037,0.022,0.0114,0.0651,0.0116,0.0232,0.0209,0.0101,0.0112,0.0056,0.0087,0.0104,0.0129,0.0223,0.5878,0.012,0.0399,0.0074,0.0155,0.0087,0.0061,0.729,0.0193,0.0163,0.0127,0.0155,0.0222,0.0036,0.0215,0.006,0.0046,0.0128,0.0146,0.0621,0.6293,0.7596,0.0119,0.0038,0.8063,0.0074,0.0369,0.0585,0.7345,0.4715,0.0218,0.016,0.0137,0.0162,0.0071,0.0082,0.0039,0.4116,0.0125,0.6937,0.0658,0.0157,0.0152,0.0519,0.003,0.0706,0.004,0.0198,0.0173,0.0151,0.0036,0.0055,0.0125,0.0359,0.589,0.6517,0.0217,0.0307,0.0112,0.0052,0.5031,0.015,0.0197,0.2936,0.0089,0.0157,0.4906,0.0134,0.0078,0.0199,0.0173,0.0279,0.0182,0.064,0.0106,0.0117,0.0183,0.6962,0.0101,0.0186,0.0319,0.0082,0.0589,0.0764,0.0558,0.0536,0.0859,0.0213,0.0164,0.0104,0.0178,0.0203,0.5203,0.0039,0.0086,0.0148,0.072,0.0131,0.0045,0.0046,0.0184,0.0133,0.0058,0.0262,0.0133,0.0053,0.0165,0.0071,0.0125,0.0127,0.6595,0.0281,0.0307,0.0139,0.0093,0.0152,0.502,0.015,0.8155,0.0072,0.0617,0.72,0.8028,0.0178,0.0067,0.0133,0.0099,0.035,0.7746,0.544,0.0061,0.0305,0.0357,0.0073,0.0058,0.0092,0.0058,0.0091,0.0125,NA,0.6974,0.0184,0.0071,0.0199,0.0168,0.1824,0.007,0.014,0.0172,0.05,0.0246,0.406,0.0105,0.5406,0.5749,0.0128,0.0246,0.0086,0.0119,0.6782,0.7404,0.0103,0.0276,0.6762,0.0086,0.0106,0.6495,0.0604,0.0099,0.0114,0.5179,0.0096,0.7096,0.073,0.0076,0.5579,0.0659,0.0123,0.0103,0.6066,0.029,0.0148,0.0243,0.5459,0.2962,0.0043,0.0182,0.2139,0.7261,0.0122,0.5852,0.0056,0.0123,0.0143,0.0211,0.0146,0.0075,0.7707,0.014,0.3989,0.6976,0.0236,0.0076,0.5795,0.0199,0.0083,0.0052,0.0197,0.7458,0.0651,0.0095,0.0124,0.0132,0.0129,0.0237,0.0128,0.0083,0.0287,0.0201,0.0184,0.0204,0.0146,0.0296,0.0063,0.0124,0.0146,0.5288,0.0423,0.0447,0.0134,0.6539,0.0088,0.0187,0.5356,0.0137,0.0093,0.6493,0.5853,0.0894,0.6264,0.0097,0.0218,0.0146,0.0056,0.0637,0.0194,0.0853,0.0142,0.0036,0.0083,0.0085,0.0204,0.0117,0.0348,0.0134,0.0104,0.635,0.5677,0.0062,0.0082,0.5225,0.011,0.3772,0.0135,0.0238,0.5772,0.0116,0.5687,0.0126,0.0183,0.0024,0.0164,0.0289,0.0095,0.0117,0.021,0.0173,0.0076,0.0252,0.0202,0.0604,0.0095,0.0111,0.0301,0.0167,0.7107,0.0341,0.0235,0.0164,0.0225,0.0202,0.0099,0.0193,0.0125,0.6373,0.0187,0.0095,0.0315,0.0259,0.0067,0.7437,0.0198,0.2949,0.0058,0.5802,0.0163,0.3788,0.4844,0.0123,0.4478,0.0248,0.0158,0.0125,0.0067,0.0193,0.0148,0.0167,0.014,0.0215,0.0054,0.0118,0.0101,0.0415,0.5233,0.0033,0.019,0.0199,0.0074,0.0052
